model	abbreviation	officialName	equation	GENE ASSOCIATION	lowbnd	uppbnd	obj_coef	COMPARTMENT	SUBSYSTEM
iBth801	NADDP	NAD diphosphatase	H2O[1] + Nicotinamide adenine dinucleotide[1] => AMP[1] + NMN[1]	BT_0894:BT_1544	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	NADK	NAD kinase	ATP[1] + Nicotinamide adenine dinucleotide[1] => ADP[1] + Nicotinamide adenine dinucleotide phosphate[1]	BT_3917	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	NAMNPP	nicotinic acid mononucleotide pyrophosphorylase	ATP[1] + H2O[1] + Nicotinate[1] + 5-Phospho-alpha-D-ribose 1-diphosphate[1] => ADP[1] + Nicotinate D-ribonucleotide[1] + Phosphate[1] + Diphosphate[1]	BT_1913	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	NMNAT	nicotinamide-nucleotide adenylyltransferase	ATP[1] + NMN[1] => Nicotinamide adenine dinucleotide[1] + Diphosphate[1]	BT_2011	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	NNDPR	nicotinate-nucleotide diphosphorylase (carboxylating)	5-Phospho-alpha-D-ribose 1-diphosphate[1] + Quinolinate[1] => CO2[1] + Nicotinate D-ribonucleotide[1] + Diphosphate[1]	BT_1560	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	NPHS	naphthoate synthase	O-Succinylbenzoyl-CoA[1] => Coenzyme A[1] + 1,4-Dihydroxy-2-naphthoate[1]	BT_4702	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	OCTDPS	Octaprenyl pyrophosphate synthase	Farnesyl diphosphate[1] + 5 Isopentenyl diphosphate[1] => all-trans-Octaprenyl diphosphate[1] + 5 Diphosphate[1]	BT_3261	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	OHPBAT	O-Phospho-4-hydroxy-L-threonine:2-oxoglutarate aminotransferase	L-Glutamate[1] + 2-Oxo-3-hydroxy-4-phosphobutanoate[1] <=> 2-Oxoglutarate[1] + O-Phospho-4-hydroxy-L-threonine[1]	BT_1153	-1000	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	OMBZLM	2-Octaprenyl-6-methoxy-benzoquinol methylase	2-Octaprenyl-6-methoxy-1,4-benzoquinol[1] + S-Adenosyl-L-methionine[1] => 2-Octaprenyl-3-methyl-6-methoxy- 1,4-benzoquinol[1] + S-Adenosyl-L-homocysteine[1]	BT_4216	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	OXGDC2	2-oxoglutarate decarboxylase	2-Oxoglutarate[1] + Thiamine diphosphate[1] => CO2[1] + Succinate semialdehyde-thiamin diphosphate anion[1]	BT_4701	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PANTS	pantothenate synthase	beta-Alanine[1] + ATP[1] + (R)-Pantoate[1] => AMP[1] + (R)-Pantothenate[1] + Diphosphate[1]	BT_4308	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PDX5POi	pyridoxine 5'-phosphate oxidase	O2[1] + Pyridoxine 5'-phosphate[1] => Hydrogen peroxide[1] + Pyridoxal 5'-phosphate[1]	BT_1577	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PDX5PS	Pyridoxine 5'-phosphate synthase	1-deoxy-D-xylulose 5-phosphate[1] + Nicotinamide adenine dinucleotide[1] + O-Phospho-4-hydroxy-L-threonine[1] => CO2[1] + 2 H2O[1] + Nicotinamide adenine dinucleotide - reduced[1] + Pyridoxine 5'-phosphate[1] + Phosphate[1]	BT_3918:BT_4374	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PERD	Erythronate 4-phosphate (4per) dehydrogenase	Nicotinamide adenine dinucleotide - reduced[1] + 2-Oxo-3-hydroxy-4-phosphobutanoate[1] <=> 4-Phospho-D-erythronate[1] + Nicotinamide adenine dinucleotide[1]	BT_3361	-1000	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PMPK	phosphomethylpyrimidine kinase	4-Amino-2-methyl-5-phosphomethylpyrimidine[1] + ATP[1] => 2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[1] + ADP[1]	BT_0790	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PPCDC	phosphopantothenoylcysteine decarboxylase	N-((R)-4-Phosphopantothenoyl)-L-cysteine[1] => CO2[1] + Pantetheine 4'-phosphate[1]	BT_1362	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PPGPPDP	guanosine-3',5'-bis(diphosphate) 3'-diphosphatase	H2O[1] + Guanosine 3',5'-bis(diphosphate)[1] => GDP[1] + Diphosphate[1]	BT_3998	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PPNCL2	phosphopantothenate-cysteine ligase	D-4'-Phosphopantothenate[1] + CTP[1] + L-Cysteine[1] => N-((R)-4-Phosphopantothenoyl)-L-cysteine[1] + CMP[1] + Diphosphate[1]	BT_1362	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PTPATi	pantetheine-phosphate adenylyltransferase	ATP[1] + Pantetheine 4'-phosphate[1] => Dephospho-CoA[1] + Diphosphate[1]	BT_3034	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PYAM5PO	pyridoxamine 5'-phosphate oxidase	H2O[1] + O2[1] + Pyridoxamine 5'-phosphate[1] => Hydrogen peroxide[1] + Ammonium[1] + Pyridoxal 5'-phosphate[1]	BT_1577	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PYDAMK	pyridoxamine kinase	ATP[1] + Pyridoxamine[1] => ADP[1] + Pyridoxamine 5'-phosphate[1]	BT_4458	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PYDXK	pyridoxal kinase	ATP[1] + Pyridoxal[1] => ADP[1] + Pyridoxal 5'-phosphate[1]	BT_4458	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	PYDXNK	pyridoxine kinase	ATP[1] + Pyridoxine[1] => ADP[1] + Pyridoxine 5'-phosphate[1]	BT_4458	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	QULNS	quinolinate synthase	Dihydroxyacetone phosphate[1] + Iminoaspartate[1] => 2 H2O[1] + Phosphate[1] + Quinolinate[1]	BT_3164	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	RBFK	riboflavin kinase	ATP[1] + Riboflavin[1] => ADP[1] + FMN[1]	BT_2543	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	RBFSa	riboflavin synthase	4-(1-D-Ribitylamino)-5-aminouracil[1] + 3,4-dihydroxy-2-butanone 4-phosphate[1] => 6,7-Dimethyl-8-(1-D-ribityl)lumazine[1] + 2 H2O[1] + Phosphate[1]	BT_1317	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	RBFSb	riboflavin synthase	2 6,7-Dimethyl-8-(1-D-ribityl)lumazine[1] => 4-(1-D-Ribitylamino)-5-aminouracil[1] + Riboflavin[1]	BT_4253	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	SHCHCS2	2-succinyl-6-hydroxy-2,4-cyclohexadiene 1-carboxylate synthase	Isochorismate[1] + Succinate semialdehyde-thiamin diphosphate anion[1] => 2-Succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate[1] + Pyruvate[1] + Thiamine diphosphate[1]	BT_4701	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	THZPSN	thiazole phosphate synthesis	ATP[1] + L-Cysteine[1] + 1-deoxy-D-xylulose 5-phosphate[1] + L-Tyrosine[1] => 4-Hydroxy-benzyl alcohol[1] + 4-Methyl-5-(2-phosphoethyl)-thiazole[1] + L-Alanine[1] + AMP[1] + CO2[1] + H2O[1] + Diphosphate[1]	BT_0651:BT_0649	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	TMPK	thiamine-phosphate kinase	ATP[1] + Thiamin monophosphate[1] => ADP[1] + Thiamine diphosphate[1]	BT_1882	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	TMPPP	thiamine-phosphate diphosphorylase	2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate[1] + 4-Methyl-5-(2-phosphoethyl)-thiazole[1] => Diphosphate[1] + Thiamin monophosphate[1]	BT_0652	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	UDCPDPS	Undecaprenyl diphosphate synthase	Farnesyl diphosphate[1] + 8 Isopentenyl diphosphate[1] => 8 Diphosphate[1] + Undecaprenyl diphosphate[1]	BT_3726	0	1000	0	NA	Cofactor and Prosthetic Group Biosynthesis
iBth801	ADSK	adenylyl-sulfate kinase	Adenosine 5'-phosphosulfate[1] + ATP[1] => ADP[1] + 3'-Phosphoadenylyl sulfate[1]	BT_0413	0	1000	0	NA	Cysteine Metabolism
iBth801	AMPTASECG	alanyl aminopeptidase (cys-gly)	Cys-Gly[1] + H2O[1] => L-Cysteine[1] + Glycine[1]	NA	0	1000	0	NA	Cysteine Metabolism
iBth801	CYSDS	Cysteine Desulfhydrase	L-Cysteine[1] + H2O[1] => Hydrogen sulfide[1] + Ammonium[1] + Pyruvate[1]	BT_1492	0	1000	0	NA	Cysteine Metabolism
iBth801	CYSS	cysteine synthase	O-Acetyl-L-serine[1] + Hydrogen sulfide[1] => Acetate[1] + L-Cysteine[1]	BT_3080	0	1000	0	NA	Cysteine Metabolism
iBth801	PAPSR	phosphoadenylyl-sulfate reductase (thioredoxin)	3'-Phosphoadenylyl sulfate[1] + Reduced thioredoxin[1] => Adenosine 3',5'-bisphosphate[1] + Sulfite[1] + Oxidized thioredoxin[1]	NA	0	1000	0	NA	Cysteine Metabolism
iBth801	SADT2	Sulfate adenyltransferase	ATP[1] + GTP[1] + H2O[1] + Sulfate[1] => Adenosine 5'-phosphosulfate[1] + GDP[1] + Phosphate[1] + Diphosphate[1]	BT_0415:BT_0414	0	1000	0	NA	Cysteine Metabolism
iBth801	SERAT	serine O-acetyltransferase	Acetyl-CoA[1] + L-Serine[1] <=> O-Acetyl-L-serine[1] + Coenzyme A[1]	BT_3256	-1000	1000	0	NA	Cysteine Metabolism
iBth801	FTHFD	formyltetrahydrofolate deformylase	10-Formyltetrahydrofolate[1] + H2O[1] => Formate[1] + 5,6,7,8-Tetrahydrofolate[1]	BT_1381	0	1000	0	NA	Folate Metabolism
iBth801	GLYCL	Glycine Cleavage System	Glycine[1] + Nicotinamide adenine dinucleotide[1] + 5,6,7,8-Tetrahydrofolate[1] => CO2[1] + 5,10-Methylenetetrahydrofolate[1] + Nicotinamide adenine dinucleotide - reduced[1] + Ammonium[1]	BT_3186:BT_1147:BT_4584:BT_2519	0	1000	0	NA	Folate Metabolism
iBth801	MTHFC	methenyltetrahydrofolate cyclohydrolase	10-Formyltetrahydrofolate[1] <=> H2O[1] + 5,10-Methenyltetrahydrofolate[1]	BT_1607	-1000	1000	0	NA	Folate Metabolism
iBth801	MTHFD	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-Methenyltetrahydrofolate[1] + Nicotinamide adenine dinucleotide phosphate - reduced[1] <=> 5,10-Methylenetetrahydrofolate[1] + Nicotinamide adenine dinucleotide phosphate[1]	BT_1607	-1000	1000	0	NA	Folate Metabolism
iBth801	MTHFR2	5,10-methylenetetrahydrofolate reductase (NADH)	5,10-Methylenetetrahydrofolate[1] + Nicotinamide adenine dinucleotide - reduced[1] => 5-Methyltetrahydrofolate[1] + Nicotinamide adenine dinucleotide[1]	BT_3821	0	1000	0	NA	Folate Metabolism
iBth801	GLNS	glutamine synthetase	ATP[1] + L-Glutamate[1] + Ammonium[1] => ADP[1] + L-Glutamine[1] + Phosphate[1]	BT_0785	0	1000	0	NA	Glutamate metabolism
iBth801	GLUDC	Glutamate Decarboxylase	L-Glutamate[1] => 4-Aminobutanoate[1] + CO2[1]	NA	0	1000	0	NA	Glutamate Metabolism
iBth801	GLUDy	glutamate dehydrogenase (NADP)	2-Oxoglutarate[1] + Nicotinamide adenine dinucleotide - reduced[1] + Ammonium[1] <=> L-Glutamate[1] + H2O[1] + Nicotinamide adenine dinucleotide[1]	BT_1970	-1000	1000	0	NA	Glutamate Metabolism
iBth801	GLUN	glutaminase	L-Glutamine[1] + H2O[1] => L-Glutamate[1] + Ammonium[1]	NA	0	1000	0	NA	Glutamate Metabolism
iBth801	GLUNpp	glutaminase	L-Glutamine[3] + H2O[3] => L-Glutamate[3] + Ammonium[3]	BT_2757	0	1000	0	NA	Glutamate Metabolism
iBth801	GLUSy	glutamate synthase (NADPH)	2-Oxoglutarate[1] + L-Glutamine[1] + Nicotinamide adenine dinucleotide phosphate - reduced[1] => 2 L-Glutamate[1] + Nicotinamide adenine dinucleotide phosphate[1]	BT_0553:BT_4310	0	1000	0	NA	Glutamate metabolism
iBth801	CLPNS120pp	cardiolipin synthase (periplasmic, n-C12:0)	cardiolipin (tetradodecanoyl, n-C12:0)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (didodecanoyl, n-C12:0)[3]	NA	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS140pp	cardiolipin synthase (periplasmic, n-C14:0)	cardiolipin (tetratetradecanoyl, n-C14:0)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[3]	BT_2382	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS141pp	cardiolipin synthase (periplasmic, n-C14:1)	cardiolipin (tetratetradec-7-enoyl, n-C14:1)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[3]	NA	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS160pp	cardiolipin synthase (periplasmic, n-C16:0)	cardiolipin (tetrahexadecanoyl, n-C16:0)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[3]	NA	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS161pp	cardiolipin synthase (periplasmic, n-C16:1)	cardiolipin (tetrahexadec-9-enoyl, n-C16:1)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[3]	BT_2382	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS180pp	cardiolipin synthase (periplasmic, n-C18:0)	cardiolipin (tetraoctadecanoyl, n-C18:0)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[3]	NA	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	CLPNS181pp	cardiolipin synthase (periplasmic, n-C18:1)	cardiolipin (tetraoctadec-11-enoyl, n-C18:1)[3] + Glycerol[3] <=> 2 Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[3]	NA	-1000	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP120	phosphatidylglycerol phosphate phosphatase (n-C14:0)	H2O[1] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[1] => Phosphatidylglycerol (didodecanoyl, n-C12:0)[1] + Phosphate[1]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP120pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	H2O[3] + Phosphatidylglycerophosphate (didodecanoyl, n-C12:0)[3] => Phosphatidylglycerol (didodecanoyl, n-C12:0)[3] + Phosphate[3]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP140	phosphatidylglycerol phosphate phosphatase (n-C14:0)	H2O[1] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[1] => Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[1] + Phosphate[1]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP140pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:0)	H2O[3] + Phosphatidylglycerophosphate (ditetradecanoyl, n-C14:0)[3] => Phosphatidylglycerol (ditetradecanoyl, n-C14:0)[3] + Phosphate[3]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP141	phosphatidylglycerol phosphate phosphatase (n-C14:1)	H2O[1] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[1] => Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[1] + Phosphate[1]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP141pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C14:1)	H2O[3] + Phosphatidylglycerophosphate (ditetradec-7-enoyl, n-C14:1)[3] => Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1)[3] + Phosphate[3]	NA	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP160	phosphatidylglycerol phosphate phosphatase (n-C16:0)	H2O[1] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[1] => Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[1] + Phosphate[1]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP160pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:0)	H2O[3] + Phosphatidylglycerophosphate (dihexadecanoyl, n-C16:0)[3] => Phosphatidylglycerol (dihexadecanoyl, n-C16:0)[3] + Phosphate[3]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP161	phosphatidylglycerol phosphate phosphatase (n-C16:1)	H2O[1] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[1] => Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[1] + Phosphate[1]	NA	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP161pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C16:1)	H2O[3] + Phosphatidylglycerophosphate (dihexadec-9-enoyl, n-C16:1)[3] => Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1)[3] + Phosphate[3]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP180	phosphatidylglycerol phosphate phosphatase (n-C18:0)	H2O[1] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[1] => Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[1] + Phosphate[1]	NA	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP180pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:0)	H2O[3] + Phosphatidylglycerophosphate (dioctadecanoyl, n-C18:0)[3] => Phosphatidylglycerol (dioctadecanoyl, n-C18:0)[3] + Phosphate[3]	BT_1525	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP181	phosphatidylglycerol phosphate phosphatase (n-C18:1)	H2O[1] + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)[1] => Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[1] + Phosphate[1]	NA	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	PGPP181pp	phosphatidylglycerol phosphate phosphatase (periplasm, n-C18:1)	H2O[3] + Phosphatidylglycerophosphate (dioctadec-11-enoyl, n-C18:1)[3] => Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1)[3] + Phosphate[3]	NA	0	1000	0	NA	Glycerophospholipid Metabolism
iBth801	DSERDHr	D-serine dehydrogenase	Nicotinamide adenine dinucleotide phosphate[1] + D-Serine[1] <=> 2-Aminomalonate semialdehyde[1] + Nicotinamide adenine dinucleotide phosphate - reduced[1]	BT_0409	-1000	1000	0	NA	Glycine and Serine Metabolism
iBth801	GHMT2r	glycine hydroxymethyltransferase, reversible	Glycine[1] + H2O[1] + 5,10-Methylenetetrahydrofolate[1] <=> L-Serine[1] + 5,6,7,8-Tetrahydrofolate[1]	BT_0738	-1000	1000	0	NA	Glycine and Serine Metabolism
iBth801	GLYAT	glycine C-acetyltransferase	Acetyl-CoA[1] + Glycine[1] <=> L-2-Amino-3-oxobutanoate[1] + Coenzyme A[1]	BT_1371	-1000	1000	0	NA	Glycine and Serine Metabolism
iBth801	GLYCK2	glycerate kinase	ATP[1] + (R)-Glycerate[1] => D-Glycerate 2-phosphate[1] + ADP[1]	BT_1437	0	1000	0	NA	Glycine and Serine Metabolism
iBth801	LSERDHr	L-serine dehydrogenase	2-Aminomalonate semialdehyde[1] + Nicotinamide adenine dinucleotide phosphate - reduced[1] <=> Nicotinamide adenine dinucleotide phosphate[1] + L-Serine[1]	BT_0409	-1000	1000	0	NA	Glycine and Serine Metabolism
iBth801	PSERT	phosphoserine transaminase	3-Phosphohydroxypyruvate[1] + L-Glutamate[1] => 2-Oxoglutarate[1] + O-Phospho-L-serine[1]	BT_1153	0	1000	0	NA	Glycine and Serine Metabolism
iBth801	PSP_L	phosphoserine phosphatase (L-serine)	H2O[1] + O-Phospho-L-serine[1] => Phosphate[1] + L-Serine[1]	BT_0832	0	1000	0	NA	Glycine and Serine Metabolism
iBth801	SERD_L	L-serine deaminase	L-Serine[1] => Ammonium[1] + Pyruvate[1]	BT_1492:BT_4678	0	1000	0	NA	Glycine and Serine Metabolism
iBth801	ENO	enolase	D-Glycerate 2-phosphate[1] <=> H2O[1] + Phosphoenolpyruvate[1]	BT_4572	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	F6PA	fructose 6-phosphate aldolase	D-Fructose 6-phosphate[1] <=> Dihydroxyacetone[1] + Glyceraldehyde 3-phosphate[1]	BT_1658	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	FBA	fructose-bisphosphate aldolase	D-Fructose 1,6-bisphosphate[1] <=> Dihydroxyacetone phosphate[1] + Glyceraldehyde 3-phosphate[1]	BT_1106;BT_1659;BT_1691	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GAPD	glyceraldehyde-3-phosphate dehydrogenase	Glyceraldehyde 3-phosphate[1] + Nicotinamide adenine dinucleotide[1] + Phosphate[1] <=> 3-Phospho-D-glyceroyl phosphate[1] + Nicotinamide adenine dinucleotide - reduced[1]	BT_4263	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GLBRAN2	1,4-alpha-glucan branching enzyme (glycogen bglycogen)	glycogen[1] => branching glycogen[1]	BT_0771	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GLCP	glycogen phosphorylase	glycogen[1] + Phosphate[1] => D-Glucose 1-phosphate[1]	BT_1100	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GLCP2	glycogen phosphorylase	branching glycogen[1] + Phosphate[1] => D-Glucose 1-phosphate[1]	NA	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GLDBRAN2	glycogen debranching enzyme (bglycogen  glycogen)	branching glycogen[1] => glycogen[1]	BT_4689	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	PFK	phosphofructokinase	ATP[1] + D-Fructose 6-phosphate[1] => ADP[1] + D-Fructose 1,6-bisphosphate[1]	BT_2062	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	PGK	phosphoglycerate kinase	3-Phospho-D-glyceroyl phosphate[1] + ADP[1] <=> 3-Phospho-D-glycerate[1] + ATP[1]	BT_1672	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	PGM	phosphoglycerate mutase	D-Glycerate 2-phosphate[1] <=> 3-Phospho-D-glycerate[1]	BT_3419:BT_1660;BT_1105;BT_2402	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	PYK	pyruvate kinase	ADP[1] + Phosphoenolpyruvate[1] => ATP[1] + Pyruvate[1]	NA	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	TPI	triose-phosphate isomerase	Dihydroxyacetone phosphate[1] <=> Glyceraldehyde 3-phosphate[1]	BT_3929	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	PGI	glucose-6-phosphate isomerase	D-Fructose 6-phosphate[1] <=> D-Glucose 6-phosphate[1]	BT_2124	-1000	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	FBP	fructose-bisphosphatase	D-Fructose 1,6-bisphosphate[1] + H2O[1] => D-Fructose 6-phosphate[1] + Phosphate[1]	BT_1102:BT_2062:BT_3356	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	HEX1	hexokinase (D-glucose:ATP)	ATP[1] + D-Glucose[1] => ADP[1] + D-Glucose 6-phosphate[1]	BT_2493:BT_3600:BT_4654	0	1000	0	NA	Glycolysis/Gluconeogenesis
iBth801	GLYCLTDx	Glycolate dehydrogenase (NAD)	Glyoxylate[1] + Nicotinamide adenine dinucleotide - reduced[1] => Glycolate[1] + Nicotinamide adenine dinucleotide[1]	BT_1207	0	1000	0	NA	Glyoxylate Metabolism
iBth801	GLYCLTDy	Glycolate dehydrogenase (NADP)	Glyoxylate[1] + Nicotinamide adenine dinucleotide phosphate - reduced[1] => Glycolate[1] + Nicotinamide adenine dinucleotide phosphate[1]	NA	0	1000	0	NA	Glyoxylate Metabolism
iBth801	ATPPRT	ATP phosphoribosyltransferase	ATP[1] + 5-Phospho-alpha-D-ribose 1-diphosphate[1] => Diphosphate[1] + 1-(5-Phosphoribosyl)-ATP[1]	BT_0200	0	1000	0	NA	Histidine Metabolism
iBth801	HISTD	histidinol dehydrogenase	H2O[1] + L-Histidinol[1] + 2 Nicotinamide adenine dinucleotide[1] => L-Histidine[1] + 2 Nicotinamide adenine dinucleotide - reduced[1]	BT_0201	0	1000	0	NA	Histidine Metabolism
iBth801	HISTP	histidinol-phosphatase	H2O[1] + L-Histidinol phosphate[1] => L-Histidinol[1] + Phosphate[1]	BT_0203	0	1000	0	NA	Histidine Metabolism
iBth801	HSTPT	histidinol-phosphate transaminase	L-Glutamate[1] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[1] => 2-Oxoglutarate[1] + L-Histidinol phosphate[1]	BT_0202	0	1000	0	NA	Histidine Metabolism
iBth801	IG3PS	Imidazole-glycerol-3-phosphate synthase	L-Glutamine[1] + 5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide[1] => 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide[1] + D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate[1] + L-Glutamate[1]	BT_1380:BT_1378	0	1000	0	NA	Histidine Metabolism
iBth801	IGPDH	imidazoleglycerol-phosphate dehydratase	D-erythro-1-(Imidazol-4-yl)glycerol 3-phosphate[1] => H2O[1] + 3-(Imidazol-4-yl)-2-oxopropyl phosphate[1]	BT_0203	0	1000	0	NA	Histidine Metabolism
iBth801	PRAMPC	phosphoribosyl-AMP cyclohydrolase	H2O[1] + 1-(5-Phosphoribosyl)-AMP[1] => 1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide[1]	BT_1377	0	1000	0	NA	Histidine Metabolism
iBth801	PRATPP	phosphoribosyl-ATP pyrophosphatase	H2O[1] + 1-(5-Phosphoribosyl)-ATP[1] => Diphosphate[1] + 1-(5-Phosphoribosyl)-AMP[1]	BT_1377	0	1000	0	NA	Histidine Metabolism
